1        6.942
2        6.92
4        6.934
8        6.866
16       6.848
32       6.914
64       6.872
128      7.054
256      8.272
512      8.882
1024     9.678
2048     11.902
4096     16.326
8192     19.606
16384    26.26
32768    39.77
65536    66.638
131072   120.32
262144   227.768
524288   442.44
1048576  871.902
2097152  1730.572
4194304  3447.874
