1       10.51         
2       10.47         
4       10.46         
8       10.44         
16      10.45        
32      10.60        
64      10.61        
128     11.50       
256     12.23       
512     12.82       
1024    13.95      
2048    16.29      
4096    21.53      
8192    26.10      
16384   45.94     
32768   67.10     
65536   103.74    
131072  166.53   
262144  292.76   
524288  540.84   
1048576 1147.79 
2097152 3309.39 
4194304 5176.33 
