1       5.77    
2       5.75    
4       5.89    
8       5.77    
16      5.76    
32      5.91    
64      5.79    
128     5.90    
256     7.26    
512     7.80    
1024    8.54    
2048    10.95   
4096    15.09   
8192    18.49   
16384   25.17   
32768   38.42   
65536   65.48   
131072  119.14  
262144  226.58  
524288  441.19  
1048576 870.48  
2097152 1729.11 
4194304 3446.15 
