b627a5c, 08-07-2015, 1,
b627a5c, 07-07-2015, 2, 95766,95886,96106,95990,87514
b627a5c, 08-07-2015, 2,
b627a5c, 07-07-2015, 4, 97209,96515,96282,96410,97068
b627a5c, 08-07-2015, 4,
b627a5c, 08-07-2015, 8,
b627a5c, 08-07-2015, 8, 96894,98021,96805,97327,97051
b627a5c, 07-07-2015, 16, 97747,97350,96945,96376,96632
b627a5c, 08-07-2015, 16,
f326cd3, 12-07-2015, 1, 98637,100192,100121,98893,99995
f326cd3, 12-07-2015, 2, 100300,98631,99368,100252,99841
f326cd3, 12-07-2015, 4, 99080,99894,100162,99811,99918
f326cd3, 12-07-2015, 8, 91305,91744,94259,93435,92304
f326cd3, 12-07-2015, 16, 99127,99074,98521,98864,99379
