f326cd3, 12-07-2015, 1, 167890,165996,167521,164612,164338
f326cd3, 12-07-2015, 2, 167923,167605,165065,167387,167054
f326cd3, 12-07-2015, 4, 166639,167856,164080,165228,163664
f326cd3, 12-07-2015, 8, 160563,163760,164984,168632,167906
f326cd3, 12-07-2015, 16, 167137,166738,166622,167270,165211
0e081a9, 15-07-2015, 1, 158845,160317,147570,148379,142700
0e081a9, 15-07-2015, 2, 162712,167571,165914,165865,166358
0e081a9, 15-07-2015, 4, 142688,143899,145787,150874,156548
0e081a9, 15-07-2015, 8, 159661,159813,161335,159798,157164
0e081a9, 15-07-2015, 16, 164273,164048,163234,162507,165130
a0c3c29, 17-07-2015, 1, 162664,162759,162664,161506,162067
a0c3c29, 17-07-2015, 2, 164725,163712,164354,164499,164145
a0c3c29, 17-07-2015, 4, 163218,164547,163968,161475,163968
a0c3c29, 17-07-2015, 8, 163760,164692,163856,165260,165374
a0c3c29, 17-07-2015, 16, 162177,165537,168176,167772,167170
5173daa, 21-07-2015, 1, 146705,148353,149051,147895,147272
5173daa, 21-07-2015, 2, 142168,144469,141222,138769,137733
5173daa, 21-07-2015, 4, 145990,148616,146513,146054,147414
5173daa, 21-07-2015, 8, 146808,146834,148668,148392,147194
5173daa, 21-07-2015, 16, 143371,144134,143862,145902,145610
e3bf4c1, 28-07-2015, 1, 161211,154572,160809,159403,159951
e3bf4c1, 28-07-2015, 2, 140243,140231,140336,141115,144494
e3bf4c1, 28-07-2015, 4, 160333,158725,159798,162428,160933
e3bf4c1, 28-07-2015, 8, 161381,161475,162696,161770,163680
e3bf4c1, 28-07-2015, 16, 159434,160517,159798,160701,159403
f023fe3, 01-08-2015, 1, 184669,182719,183981,181297,184954
f023fe3, 01-08-2015, 2, 184183,184608,184568,182282,184385
f023fe3, 01-08-2015, 4, 183860,185056,183598,183981,183900
f023fe3, 01-08-2015, 8, 153147,152271,153567,153287,152701
f023fe3, 01-08-2015, 16, 183498,184568,184710,181887,183820
d2fdca2, 02-08-2015, 1, 171022,164016,162475,161568,164466
d2fdca2, 02-08-2015, 2, 180828,183699,182898,182559,181219
d2fdca2, 02-08-2015, 4, 167270,164145,166656,164177,163330
d2fdca2, 02-08-2015, 8, 163107,164806,164434,174526,173965
d2fdca2, 02-08-2015, 16, 169108,173713,155143,156650,156826
f851440, 03-08-2015, 1, 159585,160655,162743,161087,160012
f851440, 03-08-2015, 2, 185568,183077,180828,183257,184406
f851440, 03-08-2015, 4, 160379,160195,164628,164145,163171
f851440, 03-08-2015, 8, 182998,181043,180906,184223,184223
f851440, 03-08-2015, 16, 184163,185220,181082,184406,182659
efad1f4, 04-08-2015, 1, 181336,180245,180925,179685,178500
efad1f4, 04-08-2015, 2, 189018,188043,189146,187392,190067
efad1f4, 04-08-2015, 4, 160701,159905,159207,163872,161428
efad1f4, 04-08-2015, 8, 178045,178405,179416,177725,179244
efad1f4, 04-08-2015, 16, 188254,188508,188784,188763,187644
974a2f4, 06-08-2015, 1, 186062,184487,185507,185261,186600
974a2f4, 06-08-2015, 2, 159419,162130,147414,149650,149025
974a2f4, 06-08-2015, 4, 186538,182262,185445,184893,181219
974a2f4, 06-08-2015, 8, 175128,176324,162775,173300,142482
974a2f4, 06-08-2015, 16, 185036,186083,185959,186248,185548
34c9f42, 08-08-2015, 1, 152979,153948,153049,147479,151885
34c9f42, 08-08-2015, 2, 179570,179512,176065,179724,177970
34c9f42, 08-08-2015, 4, 145056,151037,151378,159373,156606
34c9f42, 08-08-2015, 8, 179397,178253,178216,178728,175862
34c9f42, 08-08-2015, 16, 179743,178747,177199,175843,177405
5b5bed6, 09-08-2015, 1, 177970,175311,176938,171476,178159
5b5bed6, 09-08-2015, 2, 177199,176528,178538,177162,175622
5b5bed6, 09-08-2015, 4, 166457,166111,166358,168243,165228
5b5bed6, 09-08-2015, 8, 160871,165619,170917,174563,173587
5b5bed6, 09-08-2015, 16, 176751,178310,177218,179936,179167
1e1238a, 11-08-2015, 1, 145749,142096,147960,154771,149997
1e1238a, 11-08-2015, 2, 177875,178595,177631,178671,178957
1e1238a, 11-08-2015, 4, 178026,179129,175457,177068,175936
1e1238a, 11-08-2015, 8, 171353,160840,145257,147882,147466
1e1238a, 11-08-2015, 16, 136500,132984,136168,137914,136946
5f94396, 14-08-2015, 1, 171388,171634,172729,169965,172109
5f94396, 14-08-2015, 2, 99144,96967,101729,101600,98556
5f94396, 14-08-2015, 4, 173408,172729,173157,172321,170952
5f94396, 14-08-2015, 8, 172801,173086,173032,172587,173390
5f94396, 14-08-2015, 16, 173551,170656,173229,172145,172481
6261a17, 15-08-2015, 1, 169091,171388,170483,170830,170830
6261a17, 15-08-2015, 2, 140949,134843,136957,126363,125390
6261a17, 15-08-2015, 4, 147557,149770,149396,149756,124488
6261a17, 15-08-2015, 8, 123353,125700,135333,132386,131287
6261a17, 15-08-2015, 16, 138884,135848,143065,142919,138437
081ce4e, 20-08-2015, 1, 167923,166755,166160,165766,168260
081ce4e, 20-08-2015, 2, 167638,165668,167254,166788,168395
081ce4e, 20-08-2015, 4, 127700,124914,125381,130603,129374
081ce4e, 20-08-2015, 8, 148813,148734,148300,147635,148827
081ce4e, 20-08-2015, 16, 147609,147350,145107,149570,149930
f565790, 22-08-2015, 1, 165521,168531,166904,165065,167571
f565790, 22-08-2015, 2, 152423,145686,147104,150374,150401
f565790, 22-08-2015, 4, 126268,125390,128227,128374,132553
f565790, 22-08-2015, 8, 158470,156548,152133,152534,155691
f565790, 22-08-2015, 16, 146705,136678,134508,136090,138027
