28-05-2015:15:39:59
bigred2_ugni, seqspawn(10000000), 1, 10.1421514
bigred2_ugni, seqspawn(10000000), 2, 10.1505684
bigred2_ugni, seqspawn(10000000), 4, 9.8541657
bigred2_ugni, seqspawn(10000000), 8, 10.1073871
bigred2_ugni, seqspawn(10000000), 16, 9.8637842
bigred2_ugni, seqspawn(2000000), 1, 1.9829660
bigred2_ugni, seqspawn(2000000), 2, 2.0061412
bigred2_ugni, seqspawn(2000000), 4, 1.9275184
bigred2_ugni, seqspawn(2000000), 8, 2.0044215
bigred2_ugni, seqspawn(2000000), 16, 1.9989889
bigred2_ugni, seqspawn(5000000), 1, 5.1750844
bigred2_ugni, seqspawn(5000000), 2, 5.1324567
bigred2_ugni, seqspawn(5000000), 4, 5.1755259
bigred2_ugni, seqspawn(5000000), 8, 5.0725706
bigred2_ugni, seqspawn(5000000), 16, 5.0033187
