28-05-2015:15:39:58
bigred2_ugni, seqspawn(10000000), 1, 11.7033661
bigred2_ugni, seqspawn(10000000), 2, 11.6811975
bigred2_ugni, seqspawn(10000000), 4, 11.6916610
bigred2_ugni, seqspawn(10000000), 8, 11.6440330
bigred2_ugni, seqspawn(10000000), 16, 12.1552175
bigred2_ugni, seqspawn(2000000), 1, 2.2914486
bigred2_ugni, seqspawn(2000000), 2, 2.3228307
bigred2_ugni, seqspawn(2000000), 4, 2.3067051
bigred2_ugni, seqspawn(2000000), 8, 2.2838191
bigred2_ugni, seqspawn(2000000), 16, 2.3756826
bigred2_ugni, seqspawn(5000000), 1, 5.9896509
bigred2_ugni, seqspawn(5000000), 2, 6.0900868
bigred2_ugni, seqspawn(5000000), 4, 5.9628797
bigred2_ugni, seqspawn(5000000), 8, 5.9820948
bigred2_ugni, seqspawn(5000000), 16, 6.2397597
