28-05-2015:15:39:58
bigred2_ugni, fib(30), 1, 4.1097654
bigred2_ugni, fib(30), 2, 4.1055614
bigred2_ugni, fib(30), 4, 4.0901306
bigred2_ugni, fib(30), 8, 4.0708299
bigred2_ugni, fib(30), 16, 4.1710386
bigred2_ugni, fib(35), 1, 44.8061199
bigred2_ugni, fib(35), 2, 44.8554572
bigred2_ugni, fib(35), 4, 44.8376435
bigred2_ugni, fib(35), 8, 45.0087042
bigred2_ugni, fib(35), 16, 45.2678134
bigred2_ugni, fib(37), 1, 117.4961173
bigred2_ugni, fib(37), 2, 117.2254198
bigred2_ugni, fib(37), 4, 117.4653052
bigred2_ugni, fib(37), 8, 117.3525939
bigred2_ugni, fib(37), 16, 118.1687413
