27-06-2015,COMMIT_ID,64,48,0.803689564,48,0.796873264,48,0.7318586
27-06-2015,COMMIT_ID,125,48,1.348543125,48,1.18146125,48,1.164574
27-06-2015,COMMIT_ID,125,48,0.8522972125,48,0.7819793125,48,0.9130922
27-06-2015,COMMIT_ID,64,48,1.35667164,48,1.39780364,48,1.224497
27-06-2015,COMMIT_ID,64,48,0.7552345
27-06-2015,COMMIT_ID,64,48,0.6388984
27-06-2015,COMMIT_ID,64,48,0.7494081
27-06-2015,COMMIT_ID,64,48,0.7078378
27-06-2015,COMMIT_ID,64,48,0.7040398
27-06-2015,COMMIT_ID,64,48,0.7521406
27-06-2015,COMMIT_ID,125,48,1.345899
27-06-2015,COMMIT_ID,125,48,1.275863
27-06-2015,COMMIT_ID,125,48,1.371759
27-06-2015,COMMIT_ID,125,48,0.9584533
27-06-2015,COMMIT_ID,125,48,0.9017638
27-06-2015,COMMIT_ID,125,48,1.007969
15adc59_35ff576,29-06-2015,125,48,1.394631
15adc59_35ff576,29-06-2015,125,48,1.363695
15adc59_35ff576,29-06-2015,125,48,1.366226
