b627a5c, 07-07-2015, 1, 108003,107216,106916,107073,107025
b627a5c, 08-07-2015, 1,
b627a5c, 07-07-2015, 2, 108738,108640,108682,108611,108408
b627a5c, 08-07-2015, 2,
b627a5c, 07-07-2015, 4, 108003,107622,107127,108163,107450
b627a5c, 08-07-2015, 4,
b627a5c, 07-07-2015, 8, 108478,108865,108345,108950,108626
b627a5c, 08-07-2015, 8,
315c167, 07-07-2015, 16, 105305,105041,105299,126173,104890
b627a5c, 07-07-2015, 16, 104825,104583,104694,104485,125842
b627a5c, 08-07-2015, 16,
f326cd3, 12-07-2015, 1, 112917,114912,114787,114889,114928
f326cd3, 12-07-2015, 2, 112970,112599,112735,112963,113039
f326cd3, 12-07-2015, 4, 110493,111373,110529,111063,111085
f326cd3, 12-07-2015, 8, 111284,111255,111100,111417,111100
f326cd3, 12-07-2015, 16, 112027,113467,113031,112659,111982
