8b4137f, 08-06-2015, 1, 118954,119080,118676,118710,118425
8b4137f, 08-06-2015, 2, 175457,174417,175641,171214,170189
8b4137f, 08-06-2015, 4, 175439,177612,178709,178348,175292
8b4137f, 08-06-2015, 8, 175917,175531,176491,179647,177199
8b4137f, 08-06-2015, 16, 116825,112237,112365,115913,115538
0c0e07e, 11-06-2015, 1, 117422,117438,117340,117414,117397
0c0e07e, 11-06-2015, 2, 182699,178614,165766,164483,179994
0c0e07e, 11-06-2015, 4, 174490,175439,176584,176028,175733
0c0e07e, 11-06-2015, 8, 177706,180731,176528,180653,178862
0c0e07e, 11-06-2015, 16, 134974,117710,127875,116866,120891
368a0e2, 12-06-2015, 1, 117118,117151,117208,117110,117192
368a0e2, 12-06-2015, 2, 175954,173929,175018,174436,174038
368a0e2, 12-06-2015, 4, 176677,176807,175696,178576,177875
368a0e2, 12-06-2015, 8, 179263,179033,178728,177706,179724
368a0e2, 12-06-2015, 16, 112553,115801,112005,113636,117967
c1ee24b, 13-06-2015, 1, 128897,129394,129205,129095,129464
c1ee24b, 13-06-2015, 2, 188911,183880,187938,184710,188149
c1ee24b, 13-06-2015, 4, 185097,184082,183860,184690,184629
c1ee24b, 13-06-2015, 8, 185507,187476,186954,186829,184649
c1ee24b, 13-06-2015, 16, 114732,114255,113459,113207,113413
2bab77b, 16-06-2015, 1, 129075,128630,128996,129036,128927
2bab77b, 16-06-2015, 2, 185835,177368,184102,176379,183941
2bab77b, 16-06-2015, 4, 179531,181946,181356,178709,181043
2bab77b, 16-06-2015, 8, 179820,183920,183137,182858,182838
2bab77b, 16-06-2015, 16, 115657,112826,113161,114473,117094
9cc4db7, 18-06-2015, 1, 128689,128877,128976,128887,129135
9cc4db7, 18-06-2015, 2, 188022,188826,185466,183037,190976
9cc4db7, 18-06-2015, 4, 181023,183037,184548,182143,182579
9cc4db7, 18-06-2015, 8, 184466,185097,186041,180342,186725
9cc4db7, 18-06-2015, 16, 114960,117217,114787,114069,117545
1890d48, 24-06-2015, 1, 127477,127399,127953,127943,127264
1890d48, 24-06-2015, 2, 192311,188487,184507,183659,186621
1890d48, 24-06-2015, 4, 185527,184751,180420,179052,183820
1890d48, 24-06-2015, 8, 186995,187225,184304,185097,187602
1890d48, 24-06-2015, 16, 116057,119139,119496,117768,119123
0ee19ff, 26-06-2015, 1, 128828,128709,128976,128996,129016
0ee19ff, 26-06-2015, 2, 184690,187225,181023,185691,185856
0ee19ff, 26-06-2015, 4, 184751,188487,188975,187497,188508
0ee19ff, 26-06-2015, 8, 195129,192488,192399,192135,189594
0ee19ff, 26-06-2015, 16, 178900,120370,117045,118058,117422
365ebe3, 30-06-2015, 1, 135859,135126,136090,135958,135793
365ebe3, 30-06-2015, 2, 188890,190261,190976,189402,188233
365ebe3, 30-06-2015, 4, 185753,186808,190175,188212,189060
365ebe3, 30-06-2015, 8, 183297,187246,191543,188890,189788
365ebe3, 30-06-2015, 16, 113498,113590,116162,118050,115825
00ae069, 01-07-2015, 1, 134605,134584,134616,134175,134573
00ae069, 01-07-2015, 2, 185630,180847,184264,188128,184142
00ae069, 01-07-2015, 4, 185445,185261,187392,188043,185056
00ae069, 01-07-2015, 8, 185630,188656,188763,182599,188614
00ae069, 01-07-2015, 16, 115039,117545,121170,116403,112803
d3511be, 02-07-2015, 1, 128198,128522,128256,128453,128561
d3511be, 02-07-2015, 2, 185753,184122,183920,184142,184548
d3511be, 02-07-2015, 4, 182738,183277,183398,183197,183639
d3511be, 02-07-2015, 8, 180672,181356,180323,181238,181297
d3511be, 02-07-2015, 16, 133608,115945,117595,114810,117718
6874bfe, 03-07-2015, 1, 128354,128168,128354,128158,128610
6874bfe, 03-07-2015, 2, 189146,165163,186062,174599,183941
6874bfe, 03-07-2015, 4, 181297,184995,187225,183900,183880
6874bfe, 03-07-2015, 8, 181768,182143,183639,185281,180808
6874bfe, 03-07-2015, 16, 112410,112170,112788,111425,111603
315c167, 04-07-2015, 1, 128237,128758,128699,128887,128345
315c167, 04-07-2015, 2, 183338,182778,183880,183237,184629
315c167, 04-07-2015, 4, 189594,191259,189809,191150,191959
315c167, 04-07-2015, 8, 186103,185548,185691,186849,184873
315c167, 04-07-2015, 16, 116955,117875,117512,119812,113952
b627a5c, 07-07-2015, 1, 129046,128778,128600,129384,129175
b627a5c, 07-07-2015, 2, 190845,187959,189082,185938,182639
b627a5c, 07-07-2015, 4, 189788,187665,189487,188954,187162
b627a5c, 07-07-2015, 8, 189445,192223,190412,189873,190434
b627a5c, 07-07-2015, 16, 193934,192554,192201,188106,193041
f326cd3, 12-07-2015, 1, 135344,135563,136400,136168,135137
f326cd3, 12-07-2015, 2, 191106,190780,187917,191084,189530
f326cd3, 12-07-2015, 4, 195197,192399,194361,191937,188784
f326cd3, 12-07-2015, 8, 183398,184812,181277,183820,181317
f326cd3, 12-07-2015, 16, 116800,118903,113728,114505,116460
acd14d1, 16-07-2015, 1, 133174,133587,133715,133237,133428
acd14d1, 16-07-2015, 2, 185159,186165,182679,184507,180284
acd14d1, 16-07-2015, 4, 189873,186662,186145,186787,188678
acd14d1, 16-07-2015, 8, 186062,186621,189466,186145,187058
acd14d1, 16-07-2015, 16, 128482,115474,115865,114497,112252
a0c3c29, 17-07-2015, 1, 132857,132595,132605,132763,132847
a0c3c29, 17-07-2015, 2, 190369,189680,187770,184446,187183
a0c3c29, 17-07-2015, 4, 191041,189809,189210,190585,194203
a0c3c29, 17-07-2015, 8, 183498,183478,190369,188826,186974
