1       11.08   
2       11.02   
4       11.13   
8       11.14   
16      11.07   
32      11.18   
64      11.95   
128     12.13   
256     12.71   
512     13.31   
1024    14.50   
2048    16.93   
4096    22.10   
8192    26.68   
16384   47.40   
32768   69.48   
65536   105.36  
131072  167.23  
262144  294.03  
524288  542.24  
1048576 1151.37 
2097152 3266.98 
4194304 5237.22 
