28-05-2015:14:49:45
stampede_mlx4_0, seqspawn(10000000), 1, 9.6857420
stampede_mlx4_0, seqspawn(10000000), 2, 10.1010176
stampede_mlx4_0, seqspawn(10000000), 4, 9.9268238
stampede_mlx4_0, seqspawn(10000000), 8, 10.2047411
stampede_mlx4_0, seqspawn(10000000), 16, 10.4291711
stampede_mlx4_0, seqspawn(2000000), 1, 1.9538102
stampede_mlx4_0, seqspawn(2000000), 2, 2.0246364
stampede_mlx4_0, seqspawn(2000000), 4, 2.0267333
stampede_mlx4_0, seqspawn(2000000), 8, 1.8628895
stampede_mlx4_0, seqspawn(2000000), 16, 2.0068709
stampede_mlx4_0, seqspawn(5000000), 1, 4.7681927
stampede_mlx4_0, seqspawn(5000000), 2, 4.7135285
stampede_mlx4_0, seqspawn(5000000), 4, 5.0858426
stampede_mlx4_0, seqspawn(5000000), 8, 5.0314099
stampede_mlx4_0, seqspawn(5000000), 16, 5.6200739
