28-05-2015:14:49:45
stampede_mlx4_0, seqspawn(10000000), 1, 6.9299851
stampede_mlx4_0, seqspawn(10000000), 2, 6.6789616
stampede_mlx4_0, seqspawn(10000000), 4, 6.5400834
stampede_mlx4_0, seqspawn(10000000), 8, 6.7700055
stampede_mlx4_0, seqspawn(10000000), 16, 6.7258118
stampede_mlx4_0, seqspawn(2000000), 1, 1.3654111
stampede_mlx4_0, seqspawn(2000000), 2, 1.3609675
stampede_mlx4_0, seqspawn(2000000), 4, 1.3329256
stampede_mlx4_0, seqspawn(2000000), 8, 1.4047647
stampede_mlx4_0, seqspawn(2000000), 16, 1.3165177
stampede_mlx4_0, seqspawn(5000000), 1, 3.4273136
stampede_mlx4_0, seqspawn(5000000), 2, 3.4507454
stampede_mlx4_0, seqspawn(5000000), 4, 3.2798990
stampede_mlx4_0, seqspawn(5000000), 8, 3.3896730
stampede_mlx4_0, seqspawn(5000000), 16, 3.3272984
