28-05-2015:14:49:45
stampede_mlx4_0, parspawn(10000000), 1, 1.3851386
stampede_mlx4_0, parspawn(10000000), 2, 1.3820027
stampede_mlx4_0, parspawn(10000000), 4, 1.3929470
stampede_mlx4_0, parspawn(10000000), 8, 1.4228377
stampede_mlx4_0, parspawn(10000000), 16, 1.3713703
stampede_mlx4_0, parspawn(2000000), 1, 0.2776847
stampede_mlx4_0, parspawn(2000000), 2, 0.2883829
stampede_mlx4_0, parspawn(2000000), 4, 0.2896924
stampede_mlx4_0, parspawn(2000000), 8, 0.2924350
stampede_mlx4_0, parspawn(2000000), 16, 0.2876877
stampede_mlx4_0, parspawn(5000000), 1, 0.7062420
stampede_mlx4_0, parspawn(5000000), 2, 0.7024595
stampede_mlx4_0, parspawn(5000000), 4, 0.7233427
stampede_mlx4_0, parspawn(5000000), 8, 0.7009847
stampede_mlx4_0, parspawn(5000000), 16, 0.7158284
