28-05-2015:14:49:45
stampede_mlx4_0, parspawn(10000000), 1, 1.3968255
stampede_mlx4_0, parspawn(10000000), 2, 1.4129649
stampede_mlx4_0, parspawn(10000000), 4, 1.4029551
stampede_mlx4_0, parspawn(10000000), 8, 1.4030372
stampede_mlx4_0, parspawn(10000000), 16, 1.4356070
stampede_mlx4_0, parspawn(2000000), 1, 0.2950433
stampede_mlx4_0, parspawn(2000000), 2, 0.2802095
stampede_mlx4_0, parspawn(2000000), 4, 0.2878245
stampede_mlx4_0, parspawn(2000000), 8, 0.2798481
stampede_mlx4_0, parspawn(2000000), 16, 0.2839544
stampede_mlx4_0, parspawn(5000000), 1, 0.7204454
stampede_mlx4_0, parspawn(5000000), 2, 0.7128301
stampede_mlx4_0, parspawn(5000000), 4, 0.7199242
stampede_mlx4_0, parspawn(5000000), 8, 0.7081583
stampede_mlx4_0, parspawn(5000000), 16, 0.7259527
