365ebe3_35ff576,30-06-2015,125,48,0.3263414
365ebe3_35ff576,30-06-2015,125,48,0.3063444
365ebe3_35ff576,30-06-2015,125,48,0.3031199
315c167_35ff576,05-07-2015,125,48,0.2868734
315c167_35ff576,05-07-2015,125,48,0.2793634
315c167_35ff576,05-07-2015,125,48,0.2812217
315c167_35ff576,07-07-2015,125,48,0.2804513
315c167_35ff576,07-07-2015,125,48,0.2810469
315c167_35ff576,07-07-2015,125,48,0.2782221
5f1706b_35ff576,10-07-2015,125,48,0.3481161
5f1706b_35ff576,10-07-2015,125,48,0.356092
5f1706b_35ff576,10-07-2015,125,48,0.3533721
eb614bb_35ff576,11-07-2015,125,48,0.3096042
eb614bb_35ff576,11-07-2015,125,48,0.3114636
eb614bb_35ff576,11-07-2015,125,48,0.3099558
acd14d1_35ff576,13-07-2015,125,48,0.3143421
acd14d1_35ff576,13-07-2015,125,48,0.317043
acd14d1_35ff576,13-07-2015,125,48,0.3149986
0e081a9_35ff576,14-07-2015,125,48,0.2942196
0e081a9_35ff576,14-07-2015,125,48,0.2931322
0e081a9_35ff576,14-07-2015,125,48,0.2906137
5173daa_cc7c4b2,21-07-2015,125,48,0.2028695
5173daa_cc7c4b2,21-07-2015,125,48,0.2029988
5173daa_cc7c4b2,21-07-2015,125,48,0.2062074
d36ac97_cc7c4b2,22-07-2015,125,48,0.237244
d36ac97_cc7c4b2,22-07-2015,125,48,0.2406887
d36ac97_cc7c4b2,22-07-2015,125,48,0.2414903
c6fb82b_d4ff6a7,23-07-2015,125,48,0.2121959
c6fb82b_d4ff6a7,23-07-2015,125,48,0.2111867
c6fb82b_d4ff6a7,23-07-2015,125,48,0.2101676
d30711c_d4ff6a7,24-07-2015,125,48,0.2087451
d30711c_d4ff6a7,24-07-2015,125,48,0.205229
d30711c_d4ff6a7,24-07-2015,125,48,0.221251
beaa50c_57fa8e7,25-07-2015,125,48,0.2150928
beaa50c_57fa8e7,25-07-2015,125,48,0.2174377
beaa50c_57fa8e7,25-07-2015,125,48,0.2011638
23a6022_57fa8e7,26-07-2015,125,48,0.204059
23a6022_57fa8e7,26-07-2015,125,48,0.1966983
23a6022_57fa8e7,26-07-2015,125,48,0.2149706
23a6022_57fa8e7,27-07-2015,125,48,0.201712
23a6022_57fa8e7,27-07-2015,125,48,0.21054
23a6022_57fa8e7,27-07-2015,125,48,0.2069242
f023fe3_57fa8e7,29-07-2015,125,48,0.2114391
f023fe3_57fa8e7,29-07-2015,125,48,0.2157496
f023fe3_57fa8e7,29-07-2015,125,48,0.2083672
bc0d832_7ff080b,31-07-2015,125,48,0.2070369
bc0d832_7ff080b,31-07-2015,125,48,0.2181468
bc0d832_7ff080b,31-07-2015,125,48,0.2193754
5b3580d_41ff2f5,01-08-2015,125,48,0.2152121
5b3580d_41ff2f5,01-08-2015,125,48,0.2063448
5b3580d_41ff2f5,01-08-2015,125,48,0.2135763
