8b4137f, 08-06-2015, 1, 156111,156314,156431,155316,155893
8b4137f, 08-06-2015, 2, 155618,154061,156125,154614,155489
8b4137f, 08-06-2015, 4, 155719,155532,155821,154914,153315
8b4137f, 08-06-2015, 8, 155719,155821,155172,153680,154857
8b4137f, 08-06-2015, 16, 153891,156314,154259,154174,155937
8b4137f, 09-06-2015, 1, 155705,156024,155330,156343,152326
8b4137f, 09-06-2015, 2, 155503,153919,155705,156242,156242
8b4137f, 09-06-2015, 4, 156096,156256,155937,156169,156125
8b4137f, 09-06-2015, 8, 157948,159101,158620,159601,158350
8b4137f, 09-06-2015, 16, 155792,155086,155893,156038,155590
8b4137f, 10-06-2015, 1, 151871,153273,156460,154415,152576
8b4137f, 10-06-2015, 2, 156489,156198,156096,155806,155777
8b4137f, 10-06-2015, 4, 154686,150280,155115,153553,155763
8b4137f, 10-06-2015, 8, 158890,156972,157400,157061,159540
8b4137f, 10-06-2015, 16, 156855,157031,156518,155561,156518
0c0e07e, 11-06-2015, 1, 154287,154146,149357,153919,153835
0c0e07e, 11-06-2015, 2, 153609,154117,154700,154828,152701
0c0e07e, 11-06-2015, 4, 152617,153581,154330,153708,153792
0c0e07e, 11-06-2015, 8, 153133,153919,153315,153976,153245
0c0e07e, 11-06-2015, 16, 150779,153948,150603,154217,153666
368a0e2, 12-06-2015, 1, 155951,155995,156169,156826,156870
368a0e2, 12-06-2015, 2, 156840,156329,155951,156111,155763
368a0e2, 12-06-2015, 4, 154231,156635,156548,156899,156723
368a0e2, 12-06-2015, 8, 161056,155388,160210,160088,157918
368a0e2, 12-06-2015, 16, 153455,154786,153708,155014,149650
c1ee24b, 13-06-2015, 1, 156285,156169,155633,155489,155719
c1ee24b, 13-06-2015, 2, 153049,155489,154302,150752,156154
c1ee24b, 13-06-2015, 4, 153807,156987,156038,155980,157017
c1ee24b, 13-06-2015, 8, 159146,159935,160073,159041,157740
c1ee24b, 13-06-2015, 16, 156358,155431,156387,161770,156870
c1ee24b, 15-06-2015, 1, 156212,154843,156329,155821,156767
c1ee24b, 15-06-2015, 2, 152036,155273,155301,155230,154061
c1ee24b, 15-06-2015, 4, 152548,153567,153919,155604,156067
c1ee24b, 15-06-2015, 8, 159601,159449,160425,159540,160425
c1ee24b, 15-06-2015, 16, 155922,150644,156096,155431,155893
2bab77b, 16-06-2015, 1, 151010,150644,153371,151528,153385
2bab77b, 16-06-2015, 2, 154515,154657,153807,154103,153919
2bab77b, 16-06-2015, 4, 151665,152756,153736,153413,153259
2bab77b, 16-06-2015, 8, 152188,153680,154387,153553,153680
2bab77b, 16-06-2015, 16, 154004,152826,152326,153680,152312
2bab77b, 17-06-2015, 1, 153778,152895,153441,153934,153792
2bab77b, 17-06-2015, 2, 148853,153413,154957,153273,154444
2bab77b, 17-06-2015, 4, 154089,155316,153736,155517,152798
2bab77b, 17-06-2015, 8, 153077,147040,149450,151624,150874
2bab77b, 17-06-2015, 16, 154103,154743,153469,151665,154287
9cc4db7, 18-06-2015, 1, 152659,152064,151968,153245,153934
9cc4db7, 18-06-2015, 2, 150929,153259,153750,153119,155230
9cc4db7, 18-06-2015, 4, 154231,154557,153287,154146,152230
9cc4db7, 18-06-2015, 8, 154047,153638,154103,153553,153217
9cc4db7, 18-06-2015, 16, 154900,154757,154103,155072,154472
9cc4db7, 19-06-2015, 1, 153694,154957,154586,153623,153652
9cc4db7, 19-06-2015, 2, 153483,154004,154075,153315,154047
9cc4db7, 19-06-2015, 4, 154643,154429,154486,154429,154174
9cc4db7, 19-06-2015, 8, 159207,157844,157370,158395,157918
9cc4db7, 19-06-2015, 16, 154643,153990,155273,154857,154757
9cc4db7, 20-06-2015, 1, 154344,153119,154245,154174,153483
9cc4db7, 20-06-2015, 2, 154316,154586,154572,154231,153792
9cc4db7, 20-06-2015, 4, 153511,152909,153119,151679,153189
9cc4db7, 20-06-2015, 8, 153497,154486,153736,153863,153849
9cc4db7, 20-06-2015, 16, 155705,153413,154671,154061,153105
9cc4db7, 21-06-2015, 1, 154287,154543,154700,154259,154004
9cc4db7, 21-06-2015, 2, 153595,153849,153807,153680,153680
9cc4db7, 21-06-2015, 4, 153385,153287,153021,153778,154458
9cc4db7, 21-06-2015, 8, 150024,148668,153962,151816,153680
9cc4db7, 21-06-2015, 16, 155835,154444,155489,152119,154429
9cc4db7, 22-06-2015, 1, 154415,153007,155705,154857,154871
9cc4db7, 22-06-2015, 2, 153976,153778,152285,153049,153441
9cc4db7, 22-06-2015, 4, 154671,151201,154287,153694,152395
9cc4db7, 22-06-2015, 8, 152092,153934,154786,154458,153413
9cc4db7, 22-06-2015, 16, 154259,154373,154018,153609,155345
9cc4db7, 23-06-2015, 1, 154771,154330,154486,154886,152506
9cc4db7, 23-06-2015, 2, 154373,153891,154146,153877,150874
9cc4db7, 23-06-2015, 4, 153567,152770,154444,154358,153778
9cc4db7, 23-06-2015, 8, 154929,154287,154886,154302,153708
9cc4db7, 23-06-2015, 16, 155503,153287,153792,154686,155546
1890d48, 24-06-2015, 1, 155301,154929,155850,156067,153680
1890d48, 24-06-2015, 2, 154671,154302,154986,155273,155316
1890d48, 24-06-2015, 4, 152895,151419,153231,153329,152354
1890d48, 24-06-2015, 8, 153581,153595,153553,154358,153750
1890d48, 24-06-2015, 16, 151775,153399,151323,151597,152645
1890d48, 25-06-2015, 1, 153343,153722,154217,152909,154231
1890d48, 25-06-2015, 2, 155301,154018,155000,153063,154714
1890d48, 25-06-2015, 4, 155474,154857,155763,155273,155532
1890d48, 25-06-2015, 8, 158740,154543,154444,157918,155086
1890d48, 25-06-2015, 16, 152993,155734,151857,152659,153343
0ee19ff, 26-06-2015, 1, 153581,153147,152756,153385,153455
0ee19ff, 26-06-2015, 2, 156024,155777,152023,151706,152645
0ee19ff, 26-06-2015, 4, 153877,152784,153203,152036,152188
0ee19ff, 26-06-2015, 8, 152965,154472,154117,154387,153441
0ee19ff, 26-06-2015, 16, 153035,154217,154572,153217,154103
