0ee19ff, 29-06-2015, 8, 499322,497250,499768,498876,497397
0ee19ff, 29-06-2015, 16, 496514,496221,496074,495049,496221
365ebe3, 30-06-2015, 1, 493013,492723,493013,493013,492868
365ebe3, 30-06-2015, 2, 498136,497397,497397,498728,497988
365ebe3, 30-06-2015, 4, 497103,498432,496367,496367,497840
365ebe3, 30-06-2015, 8, 493302,493302,494611,493157,493448
365ebe3, 30-06-2015, 16, 491568,492434,493013,492723,492723
00ae069, 01-07-2015, 1, 484611,485311,485031,484611,485592
00ae069, 01-07-2015, 2, 492578,494029,494029,493013,494029
00ae069, 01-07-2015, 4, 485592,485874,484331,484751,484471
00ae069, 01-07-2015, 8, 494320,494029,494174,491856,492145
00ae069, 01-07-2015, 16, 495488,495634,494757,494174,494757
