1        5.188   
2        5.17    
4        5.176   
8        5.162   
16       5.174   
32       5.168   
64       5.218   
128      5.382   
256      5.53    
512      6.034   
1024     7.172   
2048     9.31    
4096     13.6    
8192     16.992  
16384    23.724  
32768    37.142  
65536    63.986  
131072   117.672 
262144   225.028 
524288   439.676 
1048576  869.002 
2097152  1727.672
4194304  3444.836
