# TestName Variant NumThreads   MinTime MedianTime MaxTime  Productivity1 Productivity2 Productivity3
#    
# Sat Dec 26 17:38:10 EST 2015
# Linux cutter-m 3.19.0-28-generic #30~14.04.1-Ubuntu SMP Tue Sep 1 09:32:55 UTC 2015 x86_64 x86_64 x86_64 GNU/Linux
# Ran by: hpx5 
# Determined machine to have 1 hardware threads.
# Default topology: pid 30860's current affinity list: 0-15
# 
# Running each test for 5 trial(s).
# Git_Branch: master
# Git_Hash: b9a87007512ff814a02341236334687b79e715ff
# Git_Depth: 60
#  Path registry: fromList []
parfib                              30                   cilk     2    0.0749319 0.0880715 0.0900996   0 0 0
parfib                              30                   cilk     4    0.0377297 0.0490884 0.0515097   0 0 0
parfib                              30                   cilk     8    0.01239 0.0139207 0.0207071   0 0 0
parfib                              30                   cilk     10   0.0103885 0.0110153 0.0141365   0 0 0
parfib                              30                   cilk     12   0.0087353 0.0095727 0.0104527   0 0 0
parfib                              30                   cilk     14   0.0093795 0.0098758 0.0186171   0 0 0
parfib                              30                   cilk     16   0.0076883 0.012671 0.0160696   0 0 0
parfib                              35                   cilk     2    0.4788934 0.544191 0.5789861   0 0 0
parfib                              35                   cilk     4    0.2308359 0.2472357 0.2617789   0 0 0
parfib                              35                   cilk     8    0.1220343 0.131267 0.1415856   0 0 0
parfib                              35                   cilk     10   0.0987216 0.1002981 0.1099479   0 0 0
parfib                              35                   cilk     12   0.0841464 0.0846447 0.0853779   0 0 0
parfib                              35                   cilk     14   0.0731573 0.0734792 0.0763737   0 0 0
parfib                              35                   cilk     16   0.0657035 0.0671462 0.0689911   0 0 0
parfib                              37                   cilk     2    1.1873747 1.213555 1.2765463   0 0 0
parfib                              37                   cilk     4    0.6042324 0.6077468 0.6669926   0 0 0
parfib                              37                   cilk     8    0.3122024 0.3156746 0.339788   0 0 0
parfib                              37                   cilk     10   0.2566702 0.2582966 0.2639519   0 0 0
parfib                              37                   cilk     12   0.2163102 0.2167846 0.2204859   0 0 0
parfib                              37                   cilk     14   0.1886207 0.189504 0.1907112   0 0 0
parfib                              37                   cilk     16   0.1681531 0.1709681 0.1983736   0 0 0
parfib                              30                   hpx      2    0.5544068 0.5799474 0.5876286   0 0 0
parfib                              30                   hpx      4    0.2927003 0.2956265 0.3845922   0 0 0
parfib                              30                   hpx      8    0.2175354 0.2427668 0.2522335   0 0 0
parfib                              30                   hpx      10   0.1891129 0.2263515 0.2681347   0 0 0
parfib                              30                   hpx      12   0.2099036 0.2247498 0.2850781   0 0 0
parfib                              30                   hpx      14   0.1873629 0.2287457 0.2504169   0 0 0
parfib                              30                   hpx      16   0.1601472 0.2235659 0.2912543   0 0 0
parfib                              35                   hpx      2    6.2592477 6.2924874 6.3071553   0 0 0
parfib                              35                   hpx      4    3.1015917 3.1065204 3.1526111   0 0 0
parfib                              35                   hpx      8    1.6520984 1.6982701 1.7834394   0 0 0
parfib                              35                   hpx      10   1.5911466 1.6084862 1.6822389   0 0 0
parfib                              35                   hpx      12   1.3425939 1.391486 1.4683739   0 0 0
parfib                              35                   hpx      14   1.2037901 1.2598864 1.3621406   0 0 0
parfib                              35                   hpx      16   1.1734472 1.2062038 1.2639548   0 0 0
parfib                              37                   hpx      2    16.1353883 16.2109804 16.4063861   0 0 0
parfib                              37                   hpx      4    8.1144749 8.2089634 8.2307906   0 0 0
parfib                              37                   hpx      8    4.3105451 4.4959023 4.5926808   0 0 0
parfib                              37                   hpx      10   3.489575 3.5697872 3.8935257   0 0 0
parfib                              37                   hpx      12   3.3423577 3.3862625 3.442808   0 0 0
parfib                              37                   hpx      14   2.9167721 3.0905631 3.1460541   0 0 0
parfib                              37                   hpx      16   2.7503479 2.9060484 3.0590967   0 0 0
parfib                              30                   omp      2    0.6396081 0.6666403 0.6826111   0 0 0
parfib                              30                   omp      4    2.8203777 3.1429612 3.3485323   0 0 0
parfib                              30                   omp      8    4.6424019 4.7926215 5.4039636   0 0 0
parfib                              30                   omp      10   5.4106288 5.46618 5.6476907   0 0 0
parfib                              30                   omp      12   5.9590878 6.0291135 6.1987337   0 0 0
parfib                              30                   omp      14   6.1063179 6.5127364 6.9439097   0 0 0
parfib                              30                   omp      16   6.5524923 6.6659658 6.8630306   0 0 0
parfib                              35                   omp      2    6.3072442 6.3910103 6.643233   0 0 0
parfib                              35                   omp      4    35.8842015 39.5675819 45.8789873   0 0 0
parfib                              35                   omp      8    51.3445032 53.3472541 60.4896549   0 0 0
parfib                              35                   omp      10   58.92436 61.9417556 65.8439984   0 0 0
parfib                              35                   omp      12   65.3673489 67.1165722 69.7558573   0 0 0
parfib                              35                   omp      14   70.2457522 72.6860046 77.9178871   0 0 0
parfib                              35                   omp      16   74.4912341 75.1314593 76.3014648   0 0 0
parfib                              37                   omp      2    16.5855457 16.6221383 16.6569212   0 0 0
parfib                              37                   omp      4    85.7144601 104.0528371 118.1439845   0 0 0
parfib                              37                   omp      8    142.1260286 151.3913977 157.9865523   0 0 0
parfib                              37                   omp      10   158.0423112 162.1904148 167.0404602   0 0 0
parfib                              37                   omp      12   122.5290423 178.062229 192.2181129   0 0 0
parfib                              37                   omp      14   124.4707661 188.2770526 196.5422867   0 0 0
parfib                              37                   omp      16   190.9403036 200.5161586 236.3051118   0 0 0
parfib                              30                   qthreads  2    0.4107178 0.4677822 0.5671864   0 0 0
parfib                              30                   qthreads  4    0.420142 0.4269265 0.4365794   0 0 0
parfib                              30                   qthreads  8    0.2444873 0.2573704 0.2615972   0 0 0
parfib                              30                   qthreads  10   0.291705 0.3014081 0.3162995   0 0 0
parfib                              30                   qthreads  12   0.3182839 0.3465317 0.368442   0 0 0
parfib                              30                   qthreads  14   0.298061 0.3618028 0.3821846   0 0 0
parfib                              30                   qthreads  16   0.230777 0.2368343 0.2683035   0 0 0
parfib                              35                   qthreads  2    3.7790439 3.8861144 3.9441679   0 0 0
parfib                              35                   qthreads  4    4.5947442 4.6491749 4.6621866   0 0 0
